"UrineNumber","SampleReason","Date","BoxID","BoxPosition","Comments","Sampling_Cat","ExperimentalGroup","ExperimentalUnit","AnimalID","Treatment","Sex","BS_Original","EvictionStatus","EvictionDate","UrineKingRemoval_DayDiff","UrineLastParturitionOirginalGroup_DayDiff","UrineIsol_DayDiff","UrinePairing_DayDiff","UrineEviction_DayDiff","UrineFirstConception_DayDiff","NextLitter_IndCount_Total","NextLitter_IndCount_Colony","UrineParturition_DayDiff","GestationStatus_Trimester","UrineDate"
31344,"PostPair10",NA,NA,NA,NA,"Rapid_PreFirst","DarlingBrew",4,"RRF006","Sub","F","Helper","Evictor",2022-03-08,NA,59,33,5,-16,-47,1,1,-132,"PreFirstConception",2022-02-20
31368,"PostPair10",NA,NA,NA,NA,"Rapid_PreFirst","DarlingBrew",4,"RRF006","Sub","F","Helper","Evictor",2022-03-08,NA,61,35,7,-14,-45,1,1,-130,"PreFirstConception",2022-02-22
31395,"PostPair10",NA,NA,NA,NA,"Rapid_PreFirst","DarlingBrew",4,"RRF006","Sub","F","Helper","Evictor",2022-03-08,NA,63,37,9,-12,-43,1,1,-128,"PreFirstConception",2022-02-24
31292,"PostPair10",NA,NA,NA,NA,"Rapid_PreFirst","DarlingBrew",4,"RRF010","Sub","F","Helper","Evictee",2022-03-08,NA,55,29,1,-20,NA,NA,NA,NA,"NotPregnant",2022-02-16
31319,"PostPair10",NA,NA,NA,NA,"Rapid_PreFirst","DarlingBrew",4,"RRF010","Sub","F","Helper","Evictee",2022-03-08,NA,57,31,3,-18,NA,NA,NA,NA,"NotPregnant",2022-02-18
31343,"PostPair10",NA,NA,NA,NA,"Rapid_PreFirst","DarlingBrew",4,"RRF010","Sub","F","Helper","Evictee",2022-03-08,NA,59,33,5,-16,NA,NA,NA,NA,"NotPregnant",2022-02-20
31369,"PostPair10",NA,NA,NA,NA,"Rapid_PreFirst","DarlingBrew",4,"RRF010","Sub","F","Helper","Evictee",2022-03-08,NA,61,35,7,-14,NA,NA,NA,NA,"NotPregnant",2022-02-22
31394,"PostPair10",NA,NA,NA,NA,"Rapid_PreFirst","DarlingBrew",4,"RRF010","Sub","F","Helper","Evictee",2022-03-08,NA,63,37,9,-12,NA,NA,NA,NA,"NotPregnant",2022-02-24
31297,"PostPair10",NA,NA,NA,NA,"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,55,29,1,-71,-29,8,1,-114,"NotPregnant",2022-02-16
31317,"PostPair10",NA,NA,NA,NA,"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,57,31,3,-69,-27,8,1,-112,"NotPregnant",2022-02-18
31342,"PostPair10",NA,NA,NA,NA,"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,59,33,5,-67,-25,8,1,-110,"NotPregnant",2022-02-20
31370,"PostPair10",NA,NA,NA,NA,"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,61,35,7,-65,-23,8,1,-108,"NotPregnant",2022-02-22
31393,"PostPair10",NA,NA,NA,NA,"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,63,37,9,-63,-21,8,1,-106,"NotPregnant",2022-02-24
31296,"PostPair10",NA,NA,NA,NA,"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,55,29,1,-71,-80,1,1,-165,"PreFirstConception",2022-02-16
31318,"PostPair10",NA,NA,NA,NA,"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,57,31,3,-69,-78,1,1,-163,"PreFirstConception",2022-02-18
31341,"PostPair10",NA,NA,NA,NA,"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,59,33,5,-67,-76,1,1,-161,"PreFirstConception",2022-02-20
31371,"PostPair10",NA,NA,NA,NA,"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,61,35,7,-65,-74,1,1,-159,"PreFirstConception",2022-02-22
31392,"PostPair10",NA,NA,NA,NA,"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,63,37,9,-63,-72,1,1,-157,"PreFirstConception",2022-02-24
31302,"PostPair10",NA,NA,NA,NA,"Rapid_Conc","Trolls",5,"CUF012","Sub","F","Helper","Evictee",2022-02-16,NA,352,29,1,0,NA,NA,NA,NA,"NotPregnant",2022-02-16
31299,"PostPair10",NA,NA,NA,NA,"Rapid_Conc","Trolls",5,"CUF031","Sub","F","Helper","Evictor",2022-02-16,NA,352,29,1,0,-11,1,1,-96,"Conception",2022-02-16
31301,"PostPair10",NA,NA,NA,NA,"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,66,29,1,NA,-2,5,1,-87,"FirstTrimester",2022-02-16
31323,"PostPair10",NA,NA,NA,NA,"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,68,31,3,NA,0,5,1,-85,"FirstTrimester",2022-02-18
31348,"PostPair10",NA,NA,NA,NA,"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,70,33,5,NA,2,5,1,-83,"FirstTrimester",2022-02-20
31373,"PostPair10",NA,NA,NA,NA,"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,72,35,7,NA,4,5,1,-81,"FirstTrimester",2022-02-22
31403,"PostPair10",NA,NA,NA,NA,"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,74,37,9,NA,6,5,1,-79,"FirstTrimester",2022-02-24
31291,"PostPair10",NA,NA,NA,NA,"NoEviction","Tusker",2,"KBF006","Queen","F","Helper","InGroup",NA,NA,66,29,1,NA,-11,1,1,-96,"Conception",2022-02-16
31316,"PostPair10",NA,NA,NA,NA,"NoEviction","Tusker",2,"KBF006","Queen","F","Helper","InGroup",NA,NA,68,31,3,NA,-9,1,1,-94,"Conception",2022-02-18
31345,"PostPair10",NA,NA,NA,NA,"NoEviction","Tusker",2,"KBF006","Queen","F","Helper","InGroup",NA,NA,70,33,5,NA,-7,1,1,-92,"Conception",2022-02-20
31367,"PostPair10",NA,NA,NA,NA,"NoEviction","Tusker",2,"KBF006","Queen","F","Helper","InGroup",NA,NA,72,35,7,NA,-5,1,1,-90,"Conception",2022-02-22
31396,"PostPair10",NA,NA,NA,NA,"NoEviction","Tusker",2,"KBF006","Queen","F","Helper","InGroup",NA,NA,74,37,9,NA,-3,1,1,-88,"FirstTrimester",2022-02-24
32227,"PostPair10",2024-01-24,79,41,"","Slow_Conc","BlackLabel",6,"Z3F043","Queen","F","Breeder","Evictee",2022-09-27,NA,93,29,1,-151,-89,4,1,-174,"NotPregnant",2022-04-29
32252,"PostPair10",2024-01-24,79,80,"","Slow_Conc","BlackLabel",6,"Z3F043","Queen","F","Breeder","Evictee",2022-09-27,NA,94,30,2,-150,-88,4,1,-173,"NotPregnant",2022-04-30
32260,"PostPair10",2024-01-24,79,69,"","Slow_Conc","BlackLabel",6,"Z3F043","Queen","F","Breeder","Evictee",2022-09-27,NA,95,31,3,-149,-87,4,1,-172,"NotPregnant",2022-05-01
32286,"PostPair10",2024-01-24,79,29,"","Slow_Conc","BlackLabel",6,"Z3F043","Queen","F","Breeder","Evictee",2022-09-27,NA,97,33,5,-147,-85,4,1,-170,"NotPregnant",2022-05-03
32312,"PostPair10",2024-01-24,79,17,"","Slow_Conc","BlackLabel",6,"Z3F043","Queen","F","Breeder","Evictee",2022-09-27,NA,99,35,7,-145,-83,4,1,-168,"NotPregnant",2022-05-05
32356,"PostPair10",2024-01-24,80,34,"","Slow_Conc","BlackLabel",6,"Z3F043","Queen","F","Breeder","Evictee",2022-09-27,NA,102,38,10,-142,-80,4,1,-165,"NotPregnant",2022-05-08
32221,"PostPair10",2024-01-24,79,36,"","Slow_Conc","BlackLabel",6,"TMF002","Queen","F","Helper","Evictor",2022-09-27,NA,93,29,1,-151,-156,1,1,-241,"PreFirstConception",2022-04-29
32250,"PostPair10",2024-01-24,79,53,"","Slow_Conc","BlackLabel",6,"TMF002","Queen","F","Helper","Evictor",2022-09-27,NA,94,30,2,-150,-155,1,1,-240,"PreFirstConception",2022-04-30
32262,"PostPair10",2024-01-24,80,7,"","Slow_Conc","BlackLabel",6,"TMF002","Queen","F","Helper","Evictor",2022-09-27,NA,95,31,3,-149,-154,1,1,-239,"PreFirstConception",2022-05-01
32287,"PostPair10",2024-01-24,79,40,"","Slow_Conc","BlackLabel",6,"TMF002","Queen","F","Helper","Evictor",2022-09-27,NA,97,33,5,-147,-152,1,1,-237,"PreFirstConception",2022-05-03
32325,"PostPair10",2024-01-24,80,62,"","Slow_Conc","BlackLabel",6,"TMF002","Queen","F","Helper","Evictor",2022-09-27,NA,99,35,7,-145,-150,1,1,-235,"PreFirstConception",2022-05-05
32355,"PostPair10",2024-01-24,81,12,"","Slow_Conc","BlackLabel",6,"TMF002","Queen","F","Helper","Evictor",2022-09-27,NA,102,38,10,-142,-147,1,1,-232,"PreFirstConception",2022-05-08
32230,"PostPair10",2024-01-24,79,42,"","Rapid_Conc","BlueMoon",3,"WAF041","Sub","F","Helper","Evictor",2022-05-01,NA,80,29,1,-2,-12,1,1,-97,"Conception",2022-04-29
32230,"PostPair10",2024-01-24,79,78,"","Rapid_Conc","BlueMoon",3,"WAF041","Sub","F","Helper","Evictor",2022-05-01,NA,80,29,1,-2,-12,1,1,-97,"Conception",2022-04-29
32253,"PostPair10",2024-01-24,80,1,"","Rapid_Conc","BlueMoon",3,"WAF041","Sub","F","Helper","Evictor",2022-05-01,NA,81,30,2,-1,-11,1,1,-96,"Conception",2022-04-30
32265,"PostPair10",2024-01-24,79,51,"","Rapid_Conc","BlueMoon",3,"WAF041","Sub","F","Helper","Evictor",2022-05-01,NA,82,31,3,0,-10,1,1,-95,"Conception",2022-05-01
32224,"PostPair10",2024-01-24,79,39,"","Rapid_Conc","BlueMoon",3,"WAF045","Sub","F","Helper","Evictee",2022-05-01,NA,80,29,1,-2,NA,NA,NA,NA,"NotPregnant",2022-04-29
32266,"PostPair10",2024-01-24,80,5,"","Rapid_Conc","BlueMoon",3,"WAF045","Sub","F","Helper","Evictee",2022-05-01,NA,82,31,3,0,NA,NA,NA,NA,"NotPregnant",2022-05-01
32220,"PostPair10",2024-01-24,79,43,"","Rapid_PreFirst","Chouffe",7,"WEF005","Queen","F","Breeder","Evictee",2022-04-29,NA,55,29,1,0,NA,NA,NA,NA,"NotPregnant",2022-04-29
32228,"PostPair10",2024-01-24,79,35,"","Rapid_PreFirst","Chouffe",7,"PPF008","Queen","F","Helper","Evictor",2022-04-29,NA,55,29,1,0,-55,1,1,-140,"PreFirstConception",2022-04-29
32226,"PostPair10",2024-01-24,79,28,"","Rapid_Conc","Delirium",8,"PPF007","Sub","F","Helper","Evictor",2022-04-29,NA,55,29,1,0,-14,1,1,-99,"Conception",2022-04-29
32225,"PostPair10",2024-01-24,79,62,"","Rapid_Conc","Delirium",8,"PPF009","Sub","F","Helper","Evictee",2022-04-29,NA,55,29,1,0,NA,NA,NA,NA,"NotPregnant",2022-04-29
32724,"PostPair10",2024-01-24,82,42,"","Slow_PreFirst","Corbeau",9,"ARF028","Queen","F","Breeder","Evictee",2023-01-16,NA,90,29,1,-226,-12,7,1,-97,"Conception",2022-06-04
32746,"PostPair10",2024-01-24,82,76,"","Slow_PreFirst","Corbeau",9,"ARF028","Queen","F","Breeder","Evictee",2023-01-16,NA,92,31,3,-224,-10,7,1,-95,"Conception",2022-06-06
32769,"PostPair10",2024-01-24,83,14,"","Slow_PreFirst","Corbeau",9,"ARF028","Queen","F","Breeder","Evictee",2023-01-16,NA,94,33,5,-222,-8,7,1,-93,"Conception",2022-06-08
32795,"PostPair10",2024-01-24,82,22,"","Slow_PreFirst","Corbeau",9,"ARF028","Queen","F","Breeder","Evictee",2023-01-16,NA,96,35,7,-220,-6,7,1,-91,"Conception",2022-06-10
32815,"PostPair10",2024-01-24,82,65,"","Slow_PreFirst","Corbeau",9,"ARF028","Queen","F","Breeder","Evictee",2023-01-16,NA,98,37,9,-218,-4,7,1,-89,"Conception",2022-06-12
32718,"PostPair10",2024-01-24,83,6,"","Slow_PreFirst","Corbeau",9,"SOF001","Queen","F","Helper","Evictor",2023-01-16,NA,90,29,1,-226,-270,1,1,-355,"PreFirstConception",2022-06-04
32744,"PostPair10",2024-01-24,82,15,"","Slow_PreFirst","Corbeau",9,"SOF001","Queen","F","Helper","Evictor",2023-01-16,NA,92,31,3,-224,-268,1,1,-353,"PreFirstConception",2022-06-06
32771,"PostPair10",2024-01-24,82,33,"","Slow_PreFirst","Corbeau",9,"SOF001","Queen","F","Helper","Evictor",2023-01-16,NA,94,33,5,-222,-266,1,1,-351,"PreFirstConception",2022-06-08
32792,"PostPair10",2024-01-24,82,63,"","Slow_PreFirst","Corbeau",9,"SOF001","Queen","F","Helper","Evictor",2023-01-16,NA,96,35,7,-220,-264,1,1,-349,"PreFirstConception",2022-06-10
32808,"PostPair10",2024-01-24,82,49,"","Slow_PreFirst","Corbeau",9,"SOF001","Queen","F","Helper","Evictor",2023-01-16,NA,98,37,9,-218,-262,1,1,-347,"PreFirstConception",2022-06-12
32727,"PostPair10",2024-01-24,82,45,"","Rapid_PreFirst","Firestone",10,"SOF002","Sub","F","Helper","Evictee",2022-06-07,NA,90,29,1,-3,NA,NA,NA,NA,"NotPregnant",2022-06-04
32747,"PostPair10",2024-01-24,82,47,"","Rapid_PreFirst","Firestone",10,"SOF002","Sub","F","Helper","Evictee",2022-06-07,NA,92,31,3,-1,NA,NA,NA,NA,"NotPregnant",2022-06-06
32717,"PostPair10",2024-01-24,82,69,"","Rapid_PreFirst","Firestone",10,"SOF006","Sub","F","Helper","Evictor",2022-06-07,NA,90,29,1,-3,-113,NA,NA,-199,"NotPregnant",2022-06-04
32743,"PostPair10",2024-01-24,82,21,"","Rapid_PreFirst","Firestone",10,"SOF006","Sub","F","Helper","Evictor",2022-06-07,NA,92,31,3,-1,-111,NA,NA,-197,"NotPregnant",2022-06-06
32716,"PostPair10",2024-01-24,82,67,"","Slow_PreFirst","Guinness",11,"DRF015","Queen","F","Breeder","Evictee",2022-10-14,NA,88,29,1,-132,-35,10,1,-120,"NotPregnant",2022-06-04
32741,"PostPair10",2024-01-24,82,24,"","Slow_PreFirst","Guinness",11,"DRF015","Queen","F","Breeder","Evictee",2022-10-14,NA,90,31,3,-130,-33,10,1,-118,"NotPregnant",2022-06-06
32765,"PostPair10",2024-01-24,82,44,"","Slow_PreFirst","Guinness",11,"DRF015","Queen","F","Breeder","Evictee",2022-10-14,NA,92,33,5,-128,-31,10,1,-116,"NotPregnant",2022-06-08
32789,"PostPair10",2024-01-24,82,60,"","Slow_PreFirst","Guinness",11,"DRF015","Queen","F","Breeder","Evictee",2022-10-14,NA,94,35,7,-126,-29,10,1,-114,"NotPregnant",2022-06-10
32810,"PostPair10",2024-01-24,82,39,"","Slow_PreFirst","Guinness",11,"DRF015","Queen","F","Breeder","Evictee",2022-10-14,NA,96,37,9,-124,-27,10,1,-112,"NotPregnant",2022-06-12
32715,"PostPair10",2024-01-24,82,61,"","Slow_PreFirst","Guinness",11,"RSF008","Queen","F","Helper","Evictor",2022-10-14,NA,88,29,1,-132,-254,1,1,-339,"PreFirstConception",2022-06-04
32740,"PostPair10",2024-01-24,82,30,"","Slow_PreFirst","Guinness",11,"RSF008","Queen","F","Helper","Evictor",2022-10-14,NA,90,31,3,-130,-252,1,1,-337,"PreFirstConception",2022-06-06
32767,"PostPair10",2024-01-24,82,72,"","Slow_PreFirst","Guinness",11,"RSF008","Queen","F","Helper","Evictor",2022-10-14,NA,92,33,5,-128,-250,1,1,-335,"PreFirstConception",2022-06-08
32788,"PostPair10",2024-01-24,83,4,"","Slow_PreFirst","Guinness",11,"RSF008","Queen","F","Helper","Evictor",2022-10-14,NA,94,35,7,-126,-248,1,1,-333,"PreFirstConception",2022-06-10
32809,"PostPair10",2024-01-24,82,56,"","Slow_PreFirst","Guinness",11,"RSF008","Queen","F","Helper","Evictor",2022-10-14,NA,96,37,9,-124,-246,1,1,-331,"PreFirstConception",2022-06-12
32719,"PostPair10",2024-01-24,82,80,"","Rapid_Conc","Hoodoo",12,"GOF035","Sub","F","Helper","Evictor",2022-06-08,NA,450,29,1,-4,-10,1,1,-95,"Conception",2022-06-04
32742,"PostPair10",2024-01-24,82,46,"","Rapid_Conc","Hoodoo",12,"GOF035","Sub","F","Helper","Evictor",2022-06-08,NA,452,31,3,-2,-8,1,1,-93,"Conception",2022-06-06
32761,"PostPair10",2024-01-24,82,36,"","Rapid_Conc","Hoodoo",12,"GOF035","Sub","F","Helper","Evictor",2022-06-08,NA,454,33,5,0,-6,1,1,-91,"Conception",2022-06-08
32714,"PostPair10",2024-01-24,82,13,"","Rapid_Conc","Hoodoo",12,"GOF040","Sub","F","Helper","Evictee",2022-06-08,NA,450,29,1,-4,NA,NA,NA,NA,"NotPregnant",2022-06-04
32772,"PostPair10",2024-01-24,82,59,"","Rapid_Conc","Hoodoo",12,"GOF040","Sub","F","Helper","Evictee",2022-06-08,NA,454,33,5,0,NA,NA,NA,NA,"NotPregnant",2022-06-08
33759,"PostPair10",2024-01-24,86,69,"","Rapid_Conc","Angol",13,"WAF002","Queen","F","Breeder","Evictor",2022-08-16,NA,111,29,1,0,-15,20,1,-100,"Conception",2022-08-16
33760,"PostPair10",2024-01-24,86,24,"","Rapid_Conc","Angol",13,"DVF047","Queen","F","Helper","Evictee",2022-08-16,NA,111,29,1,0,NA,NA,NA,NA,"NotPregnant",2022-08-16
33766,"PostPair10",2024-01-24,86,37,"","NoEviction","DevilsPeak",14,"DVF048","Sub","F","Helper","InGroup",NA,NA,111,29,1,NA,-32,1,1,-117,"PreFirstConception",2022-08-16
33797,"PostPair10",2024-01-24,86,20,"","NoEviction","DevilsPeak",14,"DVF048","Sub","F","Helper","InGroup",NA,NA,113,31,3,NA,-30,1,1,-115,"PreFirstConception",2022-08-18
33821,"PostPair10",2024-01-24,86,25,"","NoEviction","DevilsPeak",14,"DVF048","Sub","F","Helper","InGroup",NA,NA,115,33,5,NA,-28,1,1,-113,"PreFirstConception",2022-08-20
33850,"PostPair10",2024-01-24,87,59,"","NoEviction","DevilsPeak",14,"DVF048","Sub","F","Helper","InGroup",NA,NA,117,35,7,NA,-26,1,1,-111,"PreFirstConception",2022-08-22
33878,"PostPair10",2024-01-24,87,81,"","NoEviction","DevilsPeak",14,"DVF048","Sub","F","Helper","InGroup",NA,NA,119,37,9,NA,-24,1,1,-109,"PreFirstConception",2022-08-24
33773,"PostPair10",2024-01-24,86,56,"","NoEviction","DevilsPeak",14,"DVF061","Sub","F","Helper","InGroup",NA,NA,111,29,1,NA,-355,1,1,-440,"PreFirstConception",2022-08-16
33792,"PostPair10",2024-01-24,87,8,"","NoEviction","DevilsPeak",14,"DVF061","Sub","F","Helper","InGroup",NA,NA,113,31,3,NA,-353,1,1,-438,"PreFirstConception",2022-08-18
33819,"PostPair10",2024-01-24,86,35,"","NoEviction","DevilsPeak",14,"DVF061","Sub","F","Helper","InGroup",NA,NA,115,33,5,NA,-351,1,1,-436,"PreFirstConception",2022-08-20
33854,"PostPair10",2024-01-24,87,19,"","NoEviction","DevilsPeak",14,"DVF061","Sub","F","Helper","InGroup",NA,NA,117,35,7,NA,-349,1,1,-434,"PreFirstConception",2022-08-22
33879,"PostPair10",2024-01-24,87,32,"","NoEviction","DevilsPeak",14,"DVF061","Sub","F","Helper","InGroup",NA,NA,119,37,9,NA,-347,1,1,-432,"PreFirstConception",2022-08-24
33761,"PostPair10",2024-01-24,86,76,"","Rapid_Conc","DjuDju",15,"MIF012","Sub","F","Helper","Evictee",2022-08-16,NA,122,29,1,0,NA,NA,NA,NA,"NotPregnant",2022-08-16
33763,"PostPair10",2024-01-24,86,17,"","Rapid_Conc","DjuDju",15,"MIF016","Sub","F","Helper","Evictor",2022-08-16,NA,122,29,1,0,-14,1,1,-99,"Conception",2022-08-16
33764,"PostPair10",2024-01-24,87,3,"","Rapid_Conc","Stella",16,"TSF048","Queen","F","Breeder","Evictor",2022-08-16,NA,122,29,1,0,-8,9,1,-93,"Conception",2022-08-16
33765,"PostPair10",2024-01-24,87,11,"","Rapid_Conc","Stella",16,"MIF008","Queen","F","Helper","Evictee",2022-08-16,NA,122,29,1,0,NA,NA,NA,NA,"NotPregnant",2022-08-16
36464,"PostPair10",2024-01-24,93,80,"","Rapid_PreFirst","Bitburger",18,"DRF004","Queen","F","Breeder","Evictee",2023-03-04,NA,63,28,1,-1,-99,9,1,-184,"NotPregnant",2023-03-03
36465,"PostPair10",2024-01-24,93,71,"","Rapid_PreFirst","Bitburger",18,"MBF004","Queen","F","Helper","Evictor",2023-03-04,NA,63,28,1,-1,-48,1,1,-133,"PreFirstConception",2023-03-03
36477,"PostPair10",NA,NA,NA,NA,"Rapid_Conc","Corona",19,"GOF025","Queen","F","Breeder","Evictee",2023-03-03,NA,619,28,1,0,NA,NA,NA,NA,"NotPregnant",2023-03-03
36467,"PostPair10",2024-01-24,93,33,"","Rapid_Conc","Corona",19,"ABF002","Queen","F","Helper","Evictor",2023-03-03,NA,619,28,1,0,-16,1,1,-101,"PreFirstConception",2023-03-03
36470,"PostPair10",2024-01-24,93,23,"","Rapid_Conc","GhostShip",20,"MBF003","Sub","F","Helper","Evictor",2023-03-10,NA,63,28,1,-7,-9,1,1,-94,"Conception",2023-03-03
36503,"PostPair10",2024-01-24,94,42,"","Rapid_Conc","GhostShip",20,"MBF003","Sub","F","Helper","Evictor",2023-03-10,NA,65,30,3,-5,-7,1,1,-92,"Conception",2023-03-05
36533,"PostPair10",2024-01-24,94,76,"","Rapid_Conc","GhostShip",20,"MBF003","Sub","F","Helper","Evictor",2023-03-10,NA,67,32,5,-3,-5,1,1,-90,"Conception",2023-03-07
36551,"PostPair10",2024-01-24,95,8,"","Rapid_Conc","GhostShip",20,"MBF003","Sub","F","Helper","Evictor",2023-03-10,NA,69,34,7,-1,-3,1,1,-88,"FirstTrimester",2023-03-09
36506,"PostPair10",2024-01-24,94,50,"","Rapid_Conc","GhostShip",20,"MBF006","Sub","F","Helper","Evictee",2023-03-10,NA,65,30,3,-5,NA,NA,NA,NA,"NotPregnant",2023-03-05
36536,"PostPair10",2024-01-24,94,31,"","Rapid_Conc","GhostShip",20,"MBF006","Sub","F","Helper","Evictee",2023-03-10,NA,67,32,5,-3,NA,NA,NA,NA,"NotPregnant",2023-03-07
36552,"PostPair10",2024-01-24,94,67,"","Rapid_Conc","GhostShip",20,"MBF006","Sub","F","Helper","Evictee",2023-03-10,NA,69,34,7,-1,NA,NA,NA,NA,"NotPregnant",2023-03-09
36475,"PostPair10",2024-01-24,93,24,"","Rapid_Conc","Kasteel",21,"ORF005","Sub","F","Helper","Evictor",2023-03-08,NA,47,28,1,-5,-16,1,1,-101,"PreFirstConception",2023-03-03
36507,"PostPair10",2024-01-24,94,56,"","Rapid_Conc","Kasteel",21,"ORF005","Sub","F","Helper","Evictor",2023-03-08,NA,49,30,3,-3,-14,1,1,-99,"Conception",2023-03-05
36529,"PostPair10",2024-01-24,94,59,"","Rapid_Conc","Kasteel",21,"ORF005","Sub","F","Helper","Evictor",2023-03-08,NA,51,32,5,-1,-12,1,1,-97,"Conception",2023-03-07
36468,"PostPair10",2024-01-24,93,70,"","Rapid_Conc","Kasteel",21,"ORF018","Sub","F","Helper","Evictee",2023-03-08,NA,47,28,1,-5,NA,NA,NA,NA,"NotPregnant",2023-03-03
36501,"PostPair10",2024-01-24,94,70,"","Rapid_Conc","Kasteel",21,"ORF018","Sub","F","Helper","Evictee",2023-03-08,NA,49,30,3,-3,NA,NA,NA,NA,"NotPregnant",2023-03-05
36528,"PostPair10",2024-01-24,94,25,"","Rapid_Conc","Kasteel",21,"ORF018","Sub","F","Helper","Evictee",2023-03-08,NA,51,32,5,-1,NA,NA,NA,NA,"NotPregnant",2023-03-07
36466,"PostPair10",2024-01-24,93,64,"","Slow_None","WicklowWolf",22,"VGF002","Queen","F","Breeder","Evictee",2023-09-28,NA,47,28,1,-209,-8,11,1,-93,"Conception",2023-03-03
36496,"PostPair10",2024-01-24,94,4,"","Slow_None","WicklowWolf",22,"VGF002","Queen","F","Breeder","Evictee",2023-09-28,NA,49,30,3,-207,-6,11,1,-91,"Conception",2023-03-05
36523,"PostPair10",2024-01-24,94,77,"","Slow_None","WicklowWolf",22,"VGF002","Queen","F","Breeder","Evictee",2023-09-28,NA,51,32,5,-205,-4,11,1,-89,"Conception",2023-03-07
36555,"PostPair10",2024-01-24,94,38,"","Slow_None","WicklowWolf",22,"VGF002","Queen","F","Breeder","Evictee",2023-09-28,NA,53,34,7,-203,-2,11,1,-87,"FirstTrimester",2023-03-09
36588,"PostPair10",2024-01-24,94,58,"","Slow_None","WicklowWolf",22,"VGF002","Queen","F","Breeder","Evictee",2023-09-28,NA,55,36,9,-201,0,11,1,-85,"FirstTrimester",2023-03-11
36474,"PostPair10",2024-01-24,94,1,"","Slow_None","WicklowWolf",22,"ORF017","Queen","F","Helper","Evictor",2023-09-28,NA,47,28,1,-209,NA,NA,NA,NA,"NotPregnant",2023-03-03
36505,"PostPair10",2024-01-24,94,53,"","Slow_None","WicklowWolf",22,"ORF017","Queen","F","Helper","Evictor",2023-09-28,NA,49,30,3,-207,NA,NA,NA,NA,"NotPregnant",2023-03-05
36532,"PostPair10",2024-01-24,94,54,"","Slow_None","WicklowWolf",22,"ORF017","Queen","F","Helper","Evictor",2023-09-28,NA,51,32,5,-205,NA,NA,NA,NA,"NotPregnant",2023-03-07
36560,"PostPair10",2024-01-24,94,62,"","Slow_None","WicklowWolf",22,"ORF017","Queen","F","Helper","Evictor",2023-09-28,NA,53,34,7,-203,NA,NA,NA,NA,"NotPregnant",2023-03-09
36596,"PostPair10",2024-01-24,94,65,"","Slow_None","WicklowWolf",22,"ORF017","Queen","F","Helper","Evictor",2023-09-28,NA,55,36,9,-201,NA,NA,NA,NA,"NotPregnant",2023-03-11
37434,"PostPair10",2024-01-24,98,2,"","Rapid_Conc","Featherstone",24,"TIF036","Sub","F","Helper","Evictor",2023-05-14,NA,218,34,1,-3,-11,1,1,-96,"Conception",2023-05-11
37469,"PostPair10",2024-01-24,98,5,"","Rapid_Conc","Featherstone",24,"TIF036","Sub","F","Helper","Evictor",2023-05-14,NA,220,36,3,-1,-9,1,1,-94,"Conception",2023-05-13
37442,"PostPair10",2024-01-24,97,73,"","Rapid_Conc","Featherstone",24,"TIF038","Sub","F","Helper","Evictee",2023-05-14,NA,218,34,1,-3,NA,NA,NA,NA,"NotPregnant",2023-05-11
37472,"PostPair10",2024-01-24,97,69,"","Rapid_Conc","Featherstone",24,"TIF038","Sub","F","Helper","Evictee",2023-05-14,NA,220,36,3,-1,NA,NA,NA,NA,"NotPregnant",2023-05-13
37438,"PostPair10",2024-01-24,98,7,"","Slow_Conc","Leffe",17,"KGF002","Queen","F","Breeder","Evictee",2023-08-12,NA,105,34,1,-93,-5,9,1,-90,"Conception",2023-05-11
37461,"PostPair10",2024-01-24,97,46,"","Slow_Conc","Leffe",17,"KGF002","Queen","F","Breeder","Evictee",2023-08-12,NA,107,36,3,-91,-3,9,1,-88,"FirstTrimester",2023-05-13
37493,"PostPair10",2024-01-24,97,21,"","Slow_Conc","Leffe",17,"KGF002","Queen","F","Breeder","Evictee",2023-08-12,NA,109,38,5,-89,-1,9,1,-86,"FirstTrimester",2023-05-15
